#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
CONFIRM_CANCEL_PLOT_DESC;Abandon the plot to $PLOT$?;Abandonner l'idée de $PLOT$ ?;Soll die folgende Verschwörung wirklich beendet werden: $PLOT$?;;¿Abandonar el complot de $PLOT$?;;;;;;;;;x
CONFIRM_CANCEL_PLOT_TITLE;Abandon Plot;Abandonner le complot;Verschwörung beenden;;Abandonar el complot;;;;;;;;;x
CR_DIFF_AT_LEAST;Combat Rating Difference between §Y$FIRST$§! and §Y$SECOND$§! at least §Y$VAL$§!;La différence de classement de combat entre §Y$FIRST$§! et §Y$SECOND$§! est d'au moins §Y$VAL$§!;Kampfkraftunterschied zwischen §Y$FIRST$§! und §Y$SECOND$§! mindestens §Y$VAL$§!;;Clasificación de combate entre §Y$FIRST$§!y §Y$SECOND$§! y §Y$VAL$§! por lo menos §Y$VAL$§!;;;;;;;;;x
CR_DIFF_LOWER_THAN;Combat Rating Difference between §Y$FIRST$§! and §Y$SECOND$§! lower than §Y$VAL$§!;La différence de classement de combat entre §Y$FIRST$§! et §Y$SECOND$§! est inférieure à §Y$VAL$§!;Kampfkraftunterschied zwischen §Y$FIRST$§! und §Y$SECOND$§! niedriger als §Y$VAL$§!;;Clasificación de combate entre §Y$FIRST$§!y §Y$SECOND$§! §Y$VAL$§! menor que §Y$VAL$§!;;;;;;;;;x
CURRENT_FOCUS;This is your current focus.;Ceci est votre intérêt actuel.;Das ist Euer aktueller Fokus.;;Este es tu enfoque actual.;;;;;;;;;x
DAMNATION;Damnation;Damnation;Verdammung;;¡Maldición!;;;;;;;;;x
HAS_CR_AT_LEAST;Combat Rating at least ;Classement de combat d'au moins ;Mindestkampfkraft ;;Clasificación de combate al menos;;;;;;;;;x
HAS_LOWER_CR_THAN;Combat Rating lower than ;Classement de combat inférieur à ;Kampfkraft niedriger als ;;Clasificación de combate menor;;;;;;;;;x
IS_HOLY_SITE_OF;Is a holy site of the $RELIGION|$ religion;Est un lieu saint de la religion $RELIGION|Y$;Ist eine hl. Stätte der Religion $RELIGION|Y$;;Es el sitio sagrado de $RELIGION|Y$;;;;;;;;;x
IS_NOT_HOLY_SITE_OF;Is not a holy site of the $RELIGION$ religion;N'est pas un lieu saint de la religion $RELIGION$.;Ist keine hl. Stätte der Religion $RELIGION$.;;No es el sitio sagrado de religión$RELIGION$;;;;;;;;;x
IS_NOT_PLOT_KNOWN_BY;Plot is NOT known;Complot inconnu;Die Verschwörung ist NICHT bekannt;;El complot NO se conoce;;;;;;;;;x
IS_PLOT_KNOWN_BY;Plot is known;Complot connu;Die Verschwörung ist bekannt;;El complot se conoce;;;;;;;;;x
MASTER;master;maître;Meister;;señor;;;;;;;;;x
MATRIARCH;matriarch;matriarche;Matriarch;;matriarca;;;;;;;;;x
MISTRESS;mistress;maîtresse;Meisterin;;señora;;;;;;;;;x
NO_VALID_FOCUS;No Valid Focus;Aucun intérêt valide;Kein gültiger Fokus;;Enfoque no válido;;;;;;;;;x
NOR_TRIGGER_STARTS;None of these must be true;Aucune condition ne doit être remplie;Keine davon darf zutreffen;;Ninguno de los dos puede ser verdad;;;;;;;;;x
OBJ_PRONOUN_FEM;her;la;sie;;la;;;;;;;;;x
PATRIARCH;patriarch;patriarche;Patriarch;;patriarca;;;;;;;;;x
POSS_PRONOUN_FEM;her;a;ihr;;su;;;;;;;;;x
RAISED;Raised;Levées;Ausgehoben;;Ensalzado;;;;;;;;;x
UNRAISED;Unraised;En attente;Noch nicht ausgehoben;;No ensalzado;;;;;;;;;x
VASSAL_LIMIT_NOT_USED_BY_TIER;Characters of a tier this low do not use vassal limit.;Les personnages d'un rang si bas n'ont pas de nombre limite de vassaux.;Für Charaktere einer so niedrigen Stufe gilt das Vasallenlimit nicht.;;Los personajes de un tramo tan bajo no tienen límite de vasallo.;;;;;;;;;x
