#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

EVTDESC61120;[Root.Liege.GetTitledFirstName] is a decrepit fool and a pathetic shell of a [Root.Liege.GetManWoman]. As [Root.Liege.GetHerHis] appointed regent, I think the court needs a new jester...;[Root.Liege.Get_Le_TitledFirstName] est un abruti décrépi et un être pathétique. En tant que régent[Root.Get_E], je pense que la Cour a besoin d'un nouveau bouffon...;[Root.Liege.GetTitledFirstName] ist ein altersschwacher Dummkopf und eine widerliche Schale von [Root.Liege.GetManWoman]. Als [Root.Liege.GetHerHis] ernannter Regent denke ich, dass der Hof einen neuen Hofnarren benötigt...;;[Root.Liege.GetTitledFirstName] es un necio decrépito y una cáscara patética de [Root.Liege.GetManWoman]. Como [Root.Liege.GetHerHis] regente designado, creo que la corte necesita un bufón nuevo ...;;;;;;;;;x
EVTDESC61121;As you sit powerless on your throne, your regent, [Root.Regent.GetTitledName], has made a regular habit of mocking you in front of the rest of the court - [Root.Regent.GetSheHe] hangs [Root.Regent.GetHerHis] coat on your head, [Root.Regent.GetSheHe] writes crude sentiments on your forehead with charcoal and one time [Root.Regent.GetSheHe] even cracked open a walnut using your teeth. The indignity!;Impuissant sur votre Trône, vous voyez votre régent[Root.Regent.Get_E], [Root.Regent.Get_le_TitledName], prendre l'habitude de vous ridiculiser devant toute la Cour - [Root.Regent.GetIlElle] suspend son manteau sur votre tête, [Root.Regent.GetIlElle] écrit ses pensées cruelles sur votre front au charbon, et même une fois, [Root.Regent.GetIlElle] ouvrit une noix avec vos dents. Quelle infamie !;Während Ihr machtlos auf Eurem Thron sitzt, hat es sich Euer Regent, [Root.Regent.GetTitledName], zu einer regelmäßigen Angewohnheit gemacht, Euch vor dem Rest des Hofes zum Narren zu machen - [Root.Regent.GetSheHe] hängt [Root.Regent.GetHerHis]en Mantel über Euren Kopf, [Root.Regent.GetSheHe] schreibt geschmacklose Meinungen mit Kohle auf Eure Stirn und einmal knackte [Root.Regent.GetSheHe] sogar eine Walnuss mit Euren Zähnen. Die Erniedrigung schlechthin!;;Como te sientas impotente en tu trono, tu regente, [Root.Regent.GetTitledName], ha convertido en costumbre burlarse de ti delante del resto de la corte - [Root.Regent.GetSheHe] cuelga [Root.Regent.GetHerHis] abrigo en tu cabeza, [Root.Regent.GetSheHe] escribe notas en tu frente con carbón de leña e incluso una vez [Root.Regent.GetSheHe], abrió una nuez con tus dientes. ¡La indignidad!;;;;;;;;;x
EVTDESC61122;[Root.Liege.Regent.GetTitledName], the regent of [Root.Liege.GetTitledFirstName], has been physically humiliating [Root.Liege.GetHerHim] in public. Due to the [Root.Liege.GetTitle]'s infirm nature, [Root.Liege.GetSheHe] is powerless to resist. Honor demands that you put an end to this disgrace!;[Root.Liege.Regent.Get_Le_TitledName], [Root.Liege.Regent.GetLeLa] régent[Root.Liege.Regent.Get_E] [Root.Liege.Get_du_TitledFirstName], l'a physiquement humilié en public. [Root.Liege.Get_only_Le_Title][Root.Liege.GetTitle], en raison de sa nature fragile, est incapable de s'y opposer. L'honneur exige que vous mettiez un terme à cette infamie !;[Root.Liege.Regent.GetTitledName], der Regent von [Root.Liege.GetTitledFirstName], hat [Root.Liege.GetHerHim] in aller Öffentlichkeit körperlich erniedrigt. Aufgrund von [Root.Liege.GetTitle]s altersschwachen Natur ist [Root.Liege.GetSheHe] machtlos, sich zu widersetzen. Die Ehre verlangt es, dass Ihr dieser Schande ein Ende bereitet!;;[Root.Liege.Regent.GetTitledName], el regente de [Root.Liege.GetTitledFirstName], ha sido físicamente humillado por [Root.Liege.GetHerHim] en público. Debido a la naturaleza enferma de [Root.Liege.GetTitle], [Root.Liege.GetSheHe] es incapaz de resistir. ¡Honra a las demandas poner fin a esta vergüenza!;;;;;;;;;x
EVTDESC61123;The way your regent has been treating you has not gone unnoticed. [From.GetTitledName] approaches you alone one evening to express [From.GetHerHis] disgust at the vile indignities you have been made to suffer. Eyes tearful with anger, [From.GetSheHe] promises to take action against your regent... if only you would give your approval.;La manière dont votre régent vous traite n'est pas passée inaperçue. [From.Get_Le_TitledName] vous approche en privé pour exprimer son dégoût face aux infamies dont vous souffrez. Les yeux remplis de rage, [From.GetIlElle] jure d'agir contre votre régent... à condition d'avoir votre approbation.;Die Art, wie Euer Regent Euch behandelt, ist nicht unbemerkt geblieben. [From.GetTitledName] kommt eines Abends allein auf Euch zu, um [From.GetHerHis]e Empörung über die widerwärtigen Demütigungen auszudrücken, die Ihr erleiden musstet. Mit Tränen der Wut in den Augen versprach [From.GetSheHe], etwas gegen Euren Regenten zu unternehmen... wenn Ihr Eure Zustimmung gebt.;;La forma en que el regente le ha estado tratando no ha pasado desapercibida. [From.GetTitledName] se te acerca una noche para expresar su disgusto con respecto a [From.GetHerHis] viles humillaciones que se te han hecho para que sufras. Con los ojos llenos de lágrimas de ira, [From.GetSheHe] se compromete a tomar medidas contra el regente ... sólo necesita tu aprobación.;;;;;;;;;x
EVTDESC61124;Though [Root.Liege.GetSheHe] is not quite [Root.Liege.GetHerselfHimself] these days, you feel that your liege has given [Root.Liege.GetHerHis] blessing to take decisive action against [Root.Liege.Regent.GetTitledName]. Rally some dependable men! The realm needs a new regent!;Même [Root.Liege.GetSilSielle] n'est pas tout à fait [Root.Liege.GetLuiElle]-même ces derniers jours, vous sentez que votre [Root.Liege.GetLordLady] lige a donné sa bénédiction pour agir de manière décisive contre [Root.Liege.Regent.Get_le_TitledName]. Rassemblez quelques hommes capables ! Le pays a besoin d'un nouveau régent !;Obwohl [Root.Liege.GetSheHe] nicht ganz [Root.Liege.GetHerselfHimself] in diesen Tagen ist, hat man das Gefühl, dass Euer Lehnsherr seinen Segen gegeben hat, um entschlossen gegen [Root.Liege.Regent.GetTitledName] etwas zu unternehmen. Versammelt einige zuverlässige Männer! Das Reich braucht einen neuen Regenten!;;Aunque [Root.Liege.GetSheHe] no es del todo [Root.Liege.GetHerselfHimself] en estos días, sientes que tu señor te ha dado [Root.Liege.GetHerHis] bendición para tomar medidas decisivas contra [Root.Liege.Regent.GetTitledName] . ¡Recluta algunos hombres dignos de confianza! ¡El reino necesita un nuevo regente!;;;;;;;;;x
EVTDESC61125;We have trapped [Root.Liege.Regent.GetFirstName] in one of the castle towers like a cornered rat! Those few guards at court that supported [Root.Liege.Regent.GetHerHim] have fled or been cut down.;Nous avons piégé [Root.Liege.Regent.GetFirstName] comme un rat dans une des tours du château ! Les quelques gardes encore à son service ont été abattus ou se sont enfuis.;Wir hatten [Root.Liege.Regent.GetFirstName] in einem der Türme der Burg wie eine Ratte in der Falle! Die paar Wachen am Gericht, die [Root.Liege.Regent.GetHerHim] unterstützten, flohen oder wurden vertrieben.;;Hemos atrapado a [Root.Liege.Regent.GetFirstName] en una de las torres del castillo, ¡como una rata acorralada! Los pocos guardias de la corte que apoyaban a [Root.Liege.Regent.GetHerHim] han huido o hemos acabado con ellos.;;;;;;;;;x
EVTDESC61127;[Root.Liege.Regent.GetFirstName] had more support at court than expected. We fought bravely in defense of the realm, but most of the guards rallied to the side of [Root.Liege.Regent.GetFirstName]. All is lost!;[Root.Liege.Regent.GetFirstName] avait davantage de soutiens à la Cour que prévu. Nous avons combattu vaillamment pour le Royaume, mais la plupart des gardes se sont rangés du côté de [Root.Liege.Regent.GetFirstName]. Tout est perdu !;[Root.Liege.Regent.GetFirstName] hatte mehr Unterstützung am Hofe als erwartet. Wir kämpften tapfer, um das Reich zu verteidigen, doch die meisten Wachen stellten sich auf [Root.Liege.Regent.GetFirstName]s Seite. Alles ist verloren!;;[Root.Liege.Regent.GetFirstName] tenía más apoyo en la corte de lo esperado. Hemos luchado con valentía en defensa del reino, pero la mayor parte de los guardias se pusieron del lado de [Root.Liege.Regent.GetFirstName]. ¡Todo está perdido!;;;;;;;;;x
EVTDESC61128;[From.GetTitledName], the fool, has decided to end your regency out of misguided sympathy for [Root.Liege.GetTitledFirstName]. Fortunately enough guards rallied to your side to thwart [From.GetHerHis] little scheme.;[From.Get_Le_TitledName], c[From.GetEtEtte] imbécile, a décidé de mettre fin à votre régence par aveugle fidélité envers [Root.Liege.Get_le_TitledFirstName]. Heureusement, quelques gardes se sont ralliés à vos côtés pour mettre pourfendre son minable complot.;[From.GetTitledName], der Dummkopf, hat sich dazu entschlossen, Eure Herrschaft aufgrund der fehlgeleiteten Sympathien für [Root.Liege.GetTitledFirstName] zu beenden. Glücklicherweise schlugen sich genug Wächter auf Eure Seite, um [From.GetHerHis] kleines Komplott zu vereiteln.;;[From.GetTitledName], el infeliz, ha decidido poner fin a tu regencia por simpatía equivocada hacia [Root.Liege.GetTitledFirstName]. Afortunadamente suficientes guardias se mantuvieron a tu lado para frustrar [From.GetHerHis] pequeño proyecto.;;;;;;;;;x
EVTDESC61129;[From.GetTitledName], the fool, has decided to end your regency out of misguided sympathy for [Root.Liege.GetTitledFirstName]. The treacherous guards seem to have left you to your fate!;[From.Get_Le_TitledName], c[From.GetEtEtte] imbécile, a décidé de mettre fin à votre régence par fidélité aveugle envers [Root.Liege.Get_le_TitledFirstName]. Ces traîtres de gardes vous ont abandonné !;[From.GetTitledName], der Dummkopf, hat sich dazu entschlossen, Eure Herrschaft aufgrund der fehlgeleiteten Sympathien für [Root.Liege.GetTitledFirstName] zu beenden. Die verräterischen Wachen scheinen Euch Eurem Schicksal überlassen zu haben!;;[From.GetTitledName], el infeliz, ha decidido poner fin a tu regencia por simpatía equivocada hacia [Root.Liege.GetTitledFirstName]. ¡Los guardias traidores parecen haberte dejado a tu suerte!;;;;;;;;;x
EVTDESC61130;[From.GetTitledFirstName] failed to replace your regent and is now languishing in your castle dungeons. It seems your suffering at the hands of [Root.Regent.GetTitledFirstName] will end only in the blissful embrace of death...;[From.Get_Le_TitledFirstName] n'a pas pu prendre la place de votre régent et croupit maintenant dans les cachots de votre château. Il semble que les souffrances infligées par [Root.Regent.Get_le_TitledFirstName] ne cesseront qu'avec votre mort tant espérée...;[From.GetTitledFirstName] ist es nicht gelungen, Euren Regenten zu ersetzen, und dümpelt nun im Kerker Eures Schlosses herum. Es scheint so, dass Euer Leiden durch die Hand von [Root.Regent.GetTitledFirstName] nun durch die glückselige Umarmung des Todes enden wird...;;[From.GetTitledFirstName] no pudo remplazar a tu regente y ahora languidece en las mazmorras de tu castillo. Al parecer, su sufrimiento a manos de [Root.Regent.GetTitledFirstName] va a terminar sólo en el dichoso abrazo de la muerte...;;;;;;;;;x
EVTDESC61131;From where you were propped up on your throne, you could hear shouting and the distinct sound of steel striking steel inside the castle. The men loyal to [From.GetTitledFirstName] prevailed against [Root.Regent.GetTitledFirstName]! No longer will [Root.Regent.GetHerHis] vile presence be felt at court, and a new regent is to be appointed forthwith.;De votre Trône où vous étiez juché, vous pouviez entendre des cris et le bruit distinctif de l'acier contre l'acier dans les couloirs du château. Les hommes fidèles [From.Get_au_TitledFirstName] l'ont emporté sur [Root.Regent.Get_le_TitledFirstName]! Sa vile influence ne se fera plus ressentir à la Cour, et un nouveau régent sera immédiatement nommé.;Von Eurem Thron aus, auf dem Ihr aufgestützt wart, konntet Ihr innerhalb des Schlosses Rufe und den eindeutigen Klang von Stahl, der auf Stahl schlägt, hören. Die Männer, die loyal zu [From.GetTitledFirstName] standen, gewannen gegen [Root.Regent.GetTitledFirstName] die Oberhand! [Root.Regent.GetHerHisCap]e abscheuliche Anwesenheit wird nicht länger am Hofe gefühlt werden können, und ein neuer Regent wird unverzüglich ernannt.;;Desde donde estabas apoyado en tu trono, puedes oír los gritos y el entrechocar del acero, en el interior del castillo. Los hombres leales a [From.GetTitledFirstName] derrotaron a [Root.Regent.GetTitledFirstName]! Ya no se siente [Root.Regent.GetHerHis] presencia vil en la corte, y un nuevo regente será nombrado de inmediato.;;;;;;;;;x
EVTDESC61135;As you ride through the empty corridors of your castle on your trusty wooden stick horse, you come across your regent, [Root.Regent.GetTitledName], getting some fresh air on a balcony... with [Root.Regent.GetHerHis] back turned against you.;Chevauchant sur votre fidèle destrier de bois, vous croisez votre régent[Root.Regent.Get_E], [Root.Regent.Get_le_TitledName], qui prend le frais sur le balcon... en vous tournant le dos.;Als Ihr auf Eurem treuen Steckenpferd durch die leeren Korridore Eures Schlosses reitet, lauft Ihr Eurem Regenten [Root.Regent.GetTitledName] über den Weg, der auf einem der Balkone frische Luft schnappt... mit [Root.Regent.GetHerHis]em Rücken zu Euch stehend.;;Mientras paseas por los pasillos vacíos del castillo en tu fiel caballo de madera, llegas hasta tu regente, [Root.Regent.GetTitledName], tomando un poco de aire fresco en un balcón ... dándote [Root.Regent.GetHerHis] espalda.;;;;;;;;;x
EVTDESC61140;It suddenly dawns on you - when [Root.Liege.GetTitledFirstName] comes of age, your title as regent of the realm is forfeit. Perhaps something could be done to extend your enlightened stewardship of the throne... for the good of the realm, of course.;Soudainement, vous comprenez... Lorsque [Root.Liege.Get_le_TitledFirstName] sera en âge de régner, votre titre de régent[Root.Get_E] du pays sera caduc. Il faudrait peut-être faire quelque chose pour prolonger votre gouvernance éclairée... pour le bien du pays, évidemment.;Euch wird plötzlich bewusst - dass Euer Titel als Regent des Reiches verlustig gehen wird, wenn [Root.Liege.GetTitledFirstName] in die Jahre kommt. Vielleicht kann etwas getan werden, um Eure erleuchtete Verwaltung des Thrones zu verlängern - zum Wohle des Reiches, natürlich.;;De repente caes en la cuenta - cuando [Root.Liege.GetTitledFirstName] cumpla la mayoría de edad, tu título como regente del reino se perderá. Tal vez se pudiera hacer algo para extender tu gestión progresista del trono ... por el bien del reino, por supuesto.;;;;;;;;;x
EVTDESC61141;It is becoming increasingly obvious that [Root.Liege.GetTitledFirstName] is a very... special child. You can no longer explain away [Root.Liege.GetHerHis] growing madness as the mere eccentricities of youth.;Il devient de plus en plus évident que [Root.Liege.Get_le_TitledFirstName] est un[Root.Liege.Get_E] enfant très... spécial[Root.Liege.Get_E]. Il devient impossible d'excuser sa folie grandissante comme une simple excentricité de jeunesse.;Es wird immer offensichtlicher, dass [Root.Liege.GetTitledFirstName] ein ganz... besonderes Kind ist. Ihr könnt [Root.Liege.GetHerHis]en immer größer werdenden Wahnsinn nicht mehr als reine Exzentrizität der Jugend entschuldigen.;;Cada vez es más evidente que [Root.Liege.GetTitledFirstName] es un niño ... muy especial. No puedes explicar como [Root.Liege.GetHerHis]  locura crece a medida que surgen las meras excentricidades de la juventud.;;;;;;;;;x
EVTDESC61142;The mad [Root.Liege.GetTitledFirstName] has been imprisoned in one of the castle towers, and your regency will continue until the child is declared sound of mind, regardless of [Root.Liege.GetHerHis] age.;[Root.Liege.Get_Le_TitledFirstName] a été enfermé[Root.Liege.Get_E] dans l'une des tours du château en raison de sa folie, et votre régence se poursuivra jusqu'à ce que l'enfant soit déclaré[Root.Liege.Get_E] sain[Root.Liege.Get_E] d'esprit, peu importe son âge.;Der wahnsinnige [Root.Liege.GetTitledFirstName] wurde in einem der Schlosstürme eingesperrt und Eure Regentschaft wird fortbestehen, bis dem Kind bescheinigt wurde, dass es im Vollbesitz seiner geistigen Kräfte ist, unabhängig von [Root.Liege.GetHerHis]em Alter.;;El loco [Root.Liege.GetTitledFirstName] ha sido encarcelado en una de las torres del castillo, y tu regencia continuará hasta que el niño se someta a la voz de la razón, independientemente de [Root.Liege.GetHerHis] edad.;;;;;;;;;x
EVTDESC61145;Through skillful conniving, you have managed to see [Root.Liege.GetTitledFirstName] declared insane. Until [Root.Liege.GetHerHis] mental state improves, the child will remain locked up in one of the castle towers while your illustrious regency continues.;Par de subtiles machinations, vous avez fait reconnaître la folie [Root.Liege.Get_du_TitledFirstName]. En attentant que son état mental s'améliore, l'enfant demeurera emprisonné dans l'une des tours du château tandis que votre illustre Régence se poursuivra.;Durch geschickte Überzeugungsarbeit habt Ihr es geschafft, dass [Root.Liege.GetTitledFirstName] für verrückt erklärt wurde. Bis [Root.Liege.GetHerHis] Geisteszustand sich verbessert hat, wird das Kind in einem der Schlosstürme weggesperrt bleiben, während Eure erlauchte Herrschaft weitergeht.;;A través de una habilidosa maniobra, has logrado ver a [Root.Liege.GetTitledFirstName] declarado demente. Hasta que [Root.Liege.GetHerHis] estado mental mejore, el niño permanecerá encerrado en una de las torres del castillo, hasta entonces tu ilustre regencia continúa.;;;;;;;;;x
EVTDESC61146;All of your attempts to have [Root.Liege.GetTitledFirstName] declared insane have failed. Before long the [Root.Liege.GetLadLass] will be a [Root.Liege.GetManWoman], and you may have made yourself a powerful enemy...;Toutes vos tentatives pour faire admettre la folie [Root.Liege.Get_du_TitledFirstName] ont échoué. Bientôt, vous aurez affaire à un puissant ennemi...;All Eure Versuche, [Root.Liege.GetTitledFirstName] für verrückt erklären zu lassen, sind fehlgeschlagen. Nicht mehr lange bis der [Root.Liege.GetLadLass] erwachsen sein wird, und Ihr Euch einen mächtigen Feind gemacht haben könntet...;;Todos tus intentos de declarar a [Root.Liege.GetTitledFirstName] demente han fracasado. En poco tiempo el [Root.Liege.GetLadLass] será [Root.Liege.GetManWoman], y es posible que te hayas ganado un enemigo poderoso ...;;;;;;;;;x
EVTDESC61150;Your regent, [Root.Regent.GetTitledName], seems to have been conspiring to have you declared insane in a futile attempt to extend [Root.Regent.GetHerHis] regency. Unfortunately for [Root.Regent.GetHerHim], it is obvious to all that you are sound of mind.;Votre régent[Root.Regent.Get_E], [Root.Regent.Get_le_TitledName], semble avoir conspiré pour vous faire passer pour un[Root.Get_E] dément[Root.Get_E], dans une tentative futile pour prolonger sa régence. Malheureusement pour [Root.Liege.GetLuiElle], tout le monde peut constater que vous avez la tête sur les épaules.;Euer Regent, [Root.Regent.GetTitledName], scheint ein Komplott geschmiedet zu haben, um Euch für verrückt erklären zu lassen, in einem vergeblichen Versuch, [Root.Regent.GetHerHis]e Herrschaft zu verlängern. Zu [Root.Regent.GetHerHis]em Nachteil ist es jedoch eindeutig, dass Ihr im Vollbesitz Eurer geistigen Kräfte seid.;;Tu regente, [Root.Regent.GetTitledName], parece haber estado conspirando para que se te declarara demente en un vano intento de extender [Root.Regent.GetHerHis] regencia. Por desgracia para [Root.Regent.GetHerHim], es obvio para todos que estas cuerdo.;;;;;;;;;x
EVTDESC61151;Your scheming snake of a regent, [Root.Regent.GetFirstName], has managed to convince the court that you are insane! The decision has been made to lock you up in one of the castle towers until you are deemed mentally fit to rule, regardless of your age.;Le perfide serpent qui vous tient lieu de régent, [Root.Regent.GetFirstName], a réussi à persuader la Cour de votre folie ! Il a été décidé de vous enfermer dans une des tours du château jusqu'à ce que vous soyez mentalement apte à régner, quel que soit votre âge.;Eure intrigante Schlange eines Regenten, [Root.Regent.GetFirstName], hat es geschafft, den Hof davon zu überzeugen, dass Ihr verrückt seid. Es wurde die Entscheidung gefällt, dass Ihr in einem der Schlosstürme eingesperrt werdet, bis Ihr für geistig gesund befunden werdet, um regieren zu können - unabhängig von Eurem Alter.;;Con lass maquinaciones de un regente, [Root.Regent.GetFirstName], ha logrado convencer a la corte de que estás loco! La decisión ha sido tomada y van a encerrarte en una de las torres del castillo hasta que se te considere mentalmente apto para gobernar, independientemente de tu edad.;;;;;;;;;x
EVTDESC61152;Your wretch of a former regent that saw you imprisoned on charges of insanity no longer wields any influence at court. The new regent has released you.;Ce mécréant, votre ancien régent qui vous avait mis en prison pour folie, n'exerce plus aucune influence à la Cour. Le nouveau régent vous a libéré.;Der Schuft von einem früheren Regenten, der euch wegen angeblichen Wahnsinns einkerkern hat lassen, hat keinen Einfluss mehr am Hof. Der neue Regent hat euch freigelassen.;;El desgraciado de tu anterior regente, el que te encerró bajo la acusación de estar loco, ya no tiene ninguna influencia en la corte. El nuevo regente te ha liberado.;;;;;;;;;x
EVTDESC61155;For fifteen years [Root.Liege.GetTitledFirstName] has been locked up under guard while you have served as [Root.Liege.GetHerHis] regent. You are the true ruler of the realm in all but name. Perhaps the time has come to end this charade.;Pendant quinze ans, [Root.Liege.Get_le_TitledFirstName] a vécu en prison sous bonne garde pendant que vous serviez comme régent. Vous êtes véritablement à la tête du Royaume, excepté par votre titre. Il est peut-être temps de mettre un terme à cette mascarade.;Seit 15 Jahren war [Root.Liege.GetTitledFirstName] unter Bewachung weggesperrt, während Ihr als [Root.Liege.GetHerHis] Regent gedient habt. Ihr seid der wahre Herrscher des Reiches in allem, außer im Namen. Vielleicht ist es an der Zeit, diese Scharade zu beenden.;;Durante quince años [Root.Liege.GetTitledFirstName] ha sido encerrado bajo custodia, mientras servías como [Root.Liege.GetHerHis] regente. Eres el verdadero gobernante del reino con pleno derecho. Tal vez ha llegado el momento de poner fin a esta farsa.;;;;;;;;;x
