tooltip_feudal_elector_vote_ambitious_positive;[From.GetSheHeCap] is §YAmbitious§!;[From.GetIlElleCap] est §Yambitieu[From.GetXSe]§!;[From.GetSheHeCap] ist §Yambitioniert§!;;Es §Yambicios[From.GetOA]§!;;;;;;;;;x
tooltip_feudal_elector_vote_anti_tanist;Familial Concerns;Préoccupations familiales;Familiäre Bedenken;;Preocupaciones familiares;;;;;;;;;x
tooltip_feudal_elector_vote_arbitrary_negative;[From.GetSheHeCap] is §YArbitrary§!;[From.GetIlElleCap] est §Ypartial[From.Get_E]§!;[From.GetSheHeCap] ist §Ywillkürlich§!;;Es §Yarbitrari[From.GetOA]§!;;;;;;;;;x
tooltip_feudal_elector_vote_attractive;[From.GetSheHeCap] is a very §YAttractive§! [From.GetManWoman];C'est un[From.Get_E] be[From.GetLLle] [From.GetManWoman];[From.GetSheHeCap] ist sehr §Yattraktiv§!;;Es una persona muy atractiva;;;;;;;;;x
tooltip_feudal_elector_vote_baby;[From.GetSheHeCap] is just a baby;Ce n'est qu'un bébé;[From.GetSheHeCap] ist nur ein Baby;;No es más que un bebé;;;;;;;;;x
tooltip_feudal_elector_vote_baptized_by_bishop;[From.GetSheHeCap] was §YBaptized§! by a notable clergyman;[From.GetIlElleCap] a été §Ybaptisé[From.Get_E]§! par un membre éminent du clergé;[From.GetSheHeCap] wurde von einem angesehenen Geistlichen §Ygetauft§!;;§YBautizad[From.GetOA]§! por un clérigo distinguido;;;;;;;;;x
tooltip_feudal_elector_vote_baptized_by_patriarch;[From.GetSheHeCap] was §YBaptized by the Patriarch§!;[From.GetIlElleCap] a été §Ybaptisé[From.Get_E] par le Patriarche§!;[From.GetSheHeCap] wurde vom Patriarchen §Ygetauft§!;;§YBautizad[From.GetOA]§! por el patriarca;;;;;;;;;x
tooltip_feudal_elector_vote_baptized_by_pope;[From.GetSheHeCap] was §YBaptized by the Pope§!;[From.GetIlElleCap] a été §Ybaptisé[From.Get_E] par le Pape§!;[From.GetSheHeCap] wurde vom Papst §Ygetauft§!;;§YBautizad[From.GetOA]§! por el papa;;;;;;;;;x
tooltip_feudal_elector_vote_bastard;[From.GetSheHeCap] is a §YBastard§!;C'est un[From.Get_E] bâtard[From.Get_E];[From.GetSheHeCap] ist ein §YBastard§!;;Es §Ybastard[From.GetOA]§!;;;;;;;;;x
tooltip_feudal_elector_vote_berserker_negative;[From.GetSheHeCap] is a savage mad[From.GetManWoman];C'est un[From.Get_E] sauvage;[From.GetSheHeCap] ist [From.Geteineine] wilde[From.GetrMale] Verrückte[From.GetrMale];;Es un[From.GetXA] loc[From.GetOA]a salvaje;;;;;;;;;x
tooltip_feudal_elector_vote_berserker_positive;[From.GetSheHeCap] is a §YBerserker§!;C'est un[From.Get_E] §!berserk§!;[From.GetSheHeCap] ist ein §YBerserker§!;;Es un[From.GetXA] §Yberserker§!;;;;;;;;;x
tooltip_feudal_elector_vote_blinded_negative;[From.GetSheHeCap] has been §YBlinded§!;[From.GetIlElleCap] a été §Yaveuglé[From.Get_E]§!;[From.GetSheHeCap] wurde §Ygeblendet§!;;Fue §Ycegad[From.GetOA]§!;;;;;;;;;x
tooltip_feudal_elector_vote_blinded_negative_byzantine;[From.GetSheHeCap] has been §YBlinded§!;[From.GetIlElleCap] a été §Yaveuglé[From.Get_E]§!;[From.GetSheHeCap] wurde §Ygeblendet§!;;Le han §Ycegado§!;;;;;;;;;x
tooltip_feudal_elector_vote_blinded_negative_warrior;[From.GetSheHeCap] has been §YBlinded§!;[From.GetIlElleCap] a été §Yaveuglé[From.Get_E]§!;[From.GetSheHeCap] wurde §Ygeblendet§!;;Fue §Ycegad[From.GetOA]§!;;;;;;;;;x
tooltip_feudal_elector_vote_bloodline;[From.GetSheHeCap] is the heir to a famous bloodline.;[From.GetIlElleCap] est l'hériti[From.GetErEre] d'une célèbre lignée.;[From.GetSheHeCap] ist Erbe einer angesehenen Blutlinie;;Es hereder[From.GetOA] de un famoso linaje.;;;;;x
tooltip_feudal_elector_vote_born_in_the_purple;[From.GetSheHeCap] has been §YBorn in the Purple§!;[From.GetIlElleCap] est §Yné[From.Get_E] dans la pourpre§!;[From.GetSheHeCap] ist §Ypurpurgeboren§!;;§YNació en la nobleza§!;;;;;;;;;x
tooltip_feudal_elector_vote_brave_negative;[From.GetSheHeCap] is reckless;[From.GetIlElleCap] est imprudent[From.Get_E];[From.GetSheHeCap] ist §Yleichtsinnig§!;;Es imprudente;;;;;;;;;x
tooltip_feudal_elector_vote_brave_positive;[From.GetSheHeCap] is §YBrave§!;[From.GetIlElleCap] est §Ybrave§!;[From.GetSheHeCap] ist §Ytapfer§!;;Es §Yvaliente§!;;;;;;;;;x
tooltip_feudal_elector_vote_brave_positive_warrior;[From.GetSheHeCap] is §YBrave§!;[From.GetIlElleCap] est §Ybrave§!;[From.GetSheHeCap] ist §Ytapfer§!;;Es §Yvaliente§!;;;;;;;;;x
tooltip_feudal_elector_vote_cancer;[From.GetSheHeCap] has §YCancer§!;[From.GetIlElleCap] a un §Ycancer§!;[From.GetSheHeCap] hat §YKrebs§!;;Tiene §Ycáncer§!;;;;;;;;;x
tooltip_feudal_elector_vote_charitable_negative;[From.GetSheHeCap] is a squanderer;[From.GetIlElleCap] est dépensi[From.GetErEre];[From.GetSheHeCap] ist §Yverschwenderisch§!;;Es un[From.GetXA] rater[From.GetOA];;;;;;;;;x
tooltip_feudal_elector_vote_charitable_positive;[From.GetSheHeCap] is §YCharitable§!;[From.GetIlElleCap] est §Ycharitable§!;[From.GetSheHeCap] ist §Ywohltätig§!;;Es §Ycaritativo§!;;;;;;;;;x
tooltip_feudal_elector_vote_chaste_negative;[From.GetSheHeCap] is a prude;[From.GetIlElleCap] est prude;[From.GetSheHeCap] ist §Yprüde§!;;Es §Ymojigat[From.GetOA]§!;;;;;;;;;x
tooltip_feudal_elector_vote_chaste_positive;[From.GetSheHeCap] is §YChaste§!;[From.GetIlElleCap] est §Ychaste§!;[From.GetSheHeCap] ist §Ykeusch§!;;Es §Ycast[From.GetOA]§!;;;;;;;;;x
tooltip_feudal_elector_vote_child;[From.GetSheHeCap] is only a child;Ce n'est qu'un[From.Get_E] enfant;[From.GetSheHeCap] ist nur ein Kind;;No es más que un niño;;;;;;;;;x
tooltip_feudal_elector_vote_child_of_consort;[From.GetSheHeCap] was born out of wedlock;[From.GetIlElleCap] est né[From.Get_E] hors mariage;[From.GetSheHeCap] wurde §Yunehelich§! geboren;;Nació fuera del matrimonio;;;;;;;;;x
tooltip_feudal_elector_vote_clubfooted;[From.GetSheHeCap] is §YClubfooted§!;[From.GetIlElleCap] a un §Ypied bot§!;[From.GetSheHeCap] ist §Yklumpfüßig§!;;Tiene el §Ypie zambo§!;;;;;;;;;x
tooltip_feudal_elector_vote_combat_rating_score;[From.GetSheHeCap] is a skilled §YFighter§!;C'est un[From.Get_E] §Ycombattant[From.Get_E]§! expérimenté[From.Get_E];[From.GetSheHeCap] ist ein fähiger §YKämpfer§!;;Es un[From.GetXA] guerrer[From.GetOA] §Ycompetente§!;;;;;;;;;x
tooltip_feudal_elector_vote_combat_rating_score_negative;[From.GetSheHeCap] is a incompetent §YFighter§!;C'est un[From.Get_E] §Ycombattant[From.Get_E]§! incompétent[From.Get_E];[From.GetSheHeCap] ist ein unfähiger §YKämpfer§!;;Es un[From.GetXA] guerrer[From.GetOA] §Yincompetente§!;;;;;;;;;x
tooltip_feudal_elector_vote_conscientious;[From.GetSheHeCap] has a promising §YConscientious§! character;[From.GetIlElleCap] a un §Ycaractère consciencieux§! prometteur;[From.GetSheHeCap] hat einen vielversprechenden §Ygewissenhaften§! Charakter;;Tiene una personalidad §Yconcienzuda§! prometedora;;;;;;;;;x
tooltip_feudal_elector_vote_content_negative;[From.GetSheHeCap] is §YContent§!;[From.GetIlElleCap] se §Ycontente§! de ce qu'[From.GetIlElle] a;[From.GetSheHeCap] ist §Yzufrieden§!;;Está §Ysatisfech[From.GetOA]§!;;;;;;;;;x
tooltip_feudal_elector_vote_content_positive;[From.GetSheHeCap] is §YContent§!;[From.GetIlElleCap] se §Ycontente§! de ce qu'[From.GetIlElle] a;[From.GetSheHeCap] ist §Yzufrieden§!;;Está §Ysatisfech[From.GetOA]§!;;;;;;;;;x
tooltip_feudal_elector_vote_craven_negative;[From.GetSheHeCap] is §YCraven§!;[From.GetIlElleCap] est §Ylâche§!;[From.GetSheHeCap] ist §Yfeige§!;;Es §Ycobarde§!;;;;;;;;;x
tooltip_feudal_elector_vote_craven_negative_warrior;[From.GetSheHeCap] is a vile coward;C'est un[From.Get_E] poltro[From.GetNNne];[From.GetSheHeCap] ist ein niederträchtiger Feigling;;Es un[From.GetXA] vil cobarde;;;;;;;;;x
tooltip_feudal_elector_vote_curious;[From.GetSheHeCap] has a promising §YCurious§! mind;[From.GetIlElleCap] a un §Ycaractère curieux§! prometteur;[From.GetSheHeCap] hat einen vielversprechenden §Yneugierigen§! Verstand;;Tiene una mente §Ycuriosa§! prometedora;;;;;;;;;x
tooltip_feudal_elector_vote_cynical_negative;[From.GetSheHeCap] is §YCynical§!;C'est un[From.Get_E] §Ycynique§!;[From.GetSheHeCap] ist §Yzynisch§!;;Es §Ycínic[From.GetOA]§!;;;;;;;;;x
tooltip_feudal_elector_vote_cynical_negative_dogmatic;[From.GetSheHeCap] is a blasphemer;C'est un[From.Get_E] blasphémat[From.GetEurRice];[From.GetSheHeCap] ist §Yblasphemisch§!;;Es blasfem[From.GetOA];;;;;;;;;x
tooltip_feudal_elector_vote_cynical_positive;[From.GetSheHeCap] is considerate;[From.GetIlElleCap] est prévenant[From.Get_E];[From.GetSheHeCap] ist §Yrücksichtsvoll§!;;Es considerad[From.GetOA];;;;;;;;;x
tooltip_feudal_elector_vote_dancing_plague;[From.GetSheHeCap] is being devastated by the §YDancing Plague§!;[From.GetIlElleCap] est frappé[From.Get_E] par l'§Yépidémie dansante§!;[From.GetSheHeCap] wird von der §YTanzsucht§! dahingerafft;;Le está destrozando la §Yplaga del baile§!;;;;;;;;;x
tooltip_feudal_elector_vote_deceitful_negative;[From.GetSheHeCap] is §YDeceitful§!;[From.GetIlElleCap] est §Yfourbe§!;[From.GetSheHeCap] ist §Yhinterlistig§!;;Es §Yengaños[From.GetOA]§!;;;;;;;;;x
tooltip_feudal_elector_vote_decrepit;[From.GetSheHeCap] is too old;[From.GetIlElleCap] est trop âgé[From.Get_E];[From.GetSheHeCap] ist zu alt;;Es demasiad[From.GetOA] mayor;;;;;;;;;x
tooltip_feudal_elector_vote_depressed;[From.GetSheHeCap] is §YDepressed§!;[From.GetIlElleCap] est §Ydépressi[From.GetFVe]§!;[From.GetSheHeCap] ist §Ydepressiv§!;;Está §Ydeprimid[From.GetOA]§!;;;;;;;;;x
tooltip_feudal_elector_vote_despot;[From.GetSheHeCap] is the §YDespot§!;C'est le §Ydespote§!;[From.GetSheHeCap] ist [From.Getderdie] §YDespot[From.GetinFemale]§!;;Es [From.GetElLa] §YDéspota§!;;;;;;x
tooltip_feudal_elector_vote_diligent_negative;[From.GetSheHeCap] is a drudge;C'est une bête de somme;[From.GetSheHeCap] ist ein §YArbeitstier§!;;Se mata a trabajar;;;;;;;;;x
tooltip_feudal_elector_vote_diligent_positive;[From.GetSheHeCap] is §YDiligent§!;[From.GetIlElleCap] est §Ydiligent[From.Get_E]§!;[From.GetSheHeCap] ist §Yfleißig§!;;Es §Ydiligente§!;;;;;;;;;x
tooltip_feudal_elector_vote_diplomatic_education;[From.GetSheHeCap] is a diplomat;C'est un[From.Get_E] diplomate;[From.GetSheHeCap] ist [From.Geteineine] Diplomat[From.GetinFemale];;Es un[From.GetXA] diplomátic[From.GetOA];;;;;;;;;x
tooltip_feudal_elector_vote_disfigured;[From.GetSheHeCap] has been §YDisfigured§! beyond recognition;[From.GetIlElleCap] a été §Ydéfiguré[From.Get_E]§! au point de ne plus être reconnaissable;[From.GetSheHeCap] wurde bis zur Unkenntlichkeit §Yentstellt§!;;Ha sido §Ydesfigurad[From.GetOA]§! hasta ser irreconocible;;;;;;;;;x
tooltip_feudal_elector_vote_disfigured_byzantine;[From.GetSheHeCap] has been §YDisfigured§! beyond recognition;[From.GetIlElleCap] a été §Ydéfiguré[From.Get_E]§! au point de ne plus être reconnaissable;[From.GetSheHeCap] wurde bis zur Unkenntlichkeit §Yentstellt§!;;Ha sido §Ydesfigurad[From.GetOA]§! hasta ser irreconocible;;;;;;;;;x
tooltip_feudal_elector_vote_disfigured_warrior;[From.GetSheHeCap] has been §YDisfigured§! beyond recognition;[From.GetIlElleCap] a été §Ydéfiguré[From.Get_E]§! au point de ne plus être reconnaissable;[From.GetSheHeCap] wurde bis zur Unkenntlichkeit §Yentstellt§!;;Ha sido §Ydesfigurad[From.GetOA]§! hasta ser irreconocible;;;;;;;;;x
tooltip_feudal_elector_vote_drunkard;[From.GetSheHeCap] is a §YDrunkard§!;C'est un[From.Get_E] §Yivrogne§!;[From.GetSheHeCap] ist ein §YTrunkenbold§!;;Es un[From.GetXA] §Yborrach[From.GetOA]§!;;;;;;;;;x
tooltip_feudal_elector_vote_drunkard_muslim;[From.GetSheHeCap] is a wicked §YDrunkard§!;C'est un[From.Get_E] §Yivrogne§! malsain[From.Get_E];[From.GetSheHeCap] ist ein verrückter §YTrunkenbold§!;;Es un[From.GetXA] §Yborrach[From.GetOA]§! infame;;;;;;;;;x
tooltip_feudal_elector_vote_dull;[From.GetSheHeCap] is §YDull§!;[From.GetIlElleCap] est §Ysimpl[From.GetEtEtte]§!;[From.GetSheHeCap] ist §Ydümmlich§!;;Es §Yaburrid[From.GetOA]§!;;;;;;;;;x
tooltip_feudal_elector_vote_dull_diplomat;[From.GetSheHeCap] is §YDull§!;[From.GetIlElleCap] est §Ysimpl[From.GetEtEtte]§!;[From.GetSheHeCap] ist §Ydümmlich§!;;Es §Yaburrid[From.GetOA]§!;;;;;;;;;x
tooltip_feudal_elector_vote_dwarf;[From.GetSheHeCap] is a §YDwarf§!;C'est un[From.Get_E] §Ynain[From.Get_E]§!;[From.GetSheHeCap] ist ein §YZwerg§!;;Es un[From.GetXA] §Yenan[From.GetOA]§!;;;;;;;;;x
tooltip_feudal_elector_vote_dwarf_warrior;[From.GetSheHeCap] is just a §YDwarf§!;C'est juste un[From.Get_E] §Ynain[From.Get_E]§!;[From.GetSheHeCap] ist nur ein §YZwerg§!;;No es más que un[From.GetXA];;;;;;;;;x
tooltip_feudal_elector_vote_dynasty;[From.GetSheHeCap] is of my dynasty;[From.GetIlElleCap] est de ma dynastie;[From.GetSheHeCap] ist aus meiner Dynastie;;Es de mi dinastía;;;;;;;;;x
tooltip_feudal_elector_vote_dysentery;[From.GetSheHeCap] is being consumed by §YDysentery§!;[From.GetIlElleCap] est consumé[From.Get_E] par la §Ydysenterie§!;[From.GetSheHeCap] wird von der §YRuhr§! heimgesucht;;[From.GetLoLaCap] consume la §Ydisentería§!;;;;;;;;;x
tooltip_feudal_elector_vote_enatic_man;Concerns about realm stability;S'inquiète de la stabilité du pays;Bedenken über die Stabilität des Reiches;;Preocupaciones sobre la estabilidad de territorio;;;;;;;;;x
tooltip_feudal_elector_vote_encroaching_foreigner;[From.GetSheHeCap] is an encroaching foreigner ruler;C'est un[From.Get_E] dirigeant[From.Get_E] étrang[From.GetErEre];[From.GetSheHeCap] ist ein ausländischer Herrscher;;Es un[From.GetXA] monarca extranjer[From.GetOA] invasora;;;;;;;;;x
tooltip_feudal_elector_vote_erudite_positive;[From.GetSheHeCap] is §YErudite§!;[From.GetIlElleCap] est §Yérudit[From.Get_E]§!;[From.GetSheHeCap] ist §Ygebildet§!;;Es §Yerudit[From.GetOA]§!;;;;;;;;;x
tooltip_feudal_elector_vote_eunuch_negative;[From.GetSheHeCap] is a §YEunuch§!;C'est un §Yeunuque§!;[From.GetSheHeCap] ist ein §YEunuch§!;;Es un §Yeunuco§!;;;;;;;;;x
tooltip_feudal_elector_vote_eunuch_negative_byzantine;[From.GetSheHeCap] is a §YEunuch§!;C'est un §Yeunuque§!;[From.GetSheHeCap] ist ein §YEunuch§!;;Es un §Yeunuco§!;;;;;;;;;x
tooltip_feudal_elector_vote_eunuch_negative_warrior;[From.GetSheHeCap] is a §YEunuch§!;C'est un §Yeunuque§!;[From.GetSheHeCap] ist ein §YEunuch§!;;Es un §Yeunuco§!;;;;;;;;;x
tooltip_feudal_elector_vote_evil_negative;[From.GetSheHeCap] is evil;[From.GetIlElleCap] est malfaisant[From.Get_E];[From.GetSheHeCap] ist §Yböse§!;;Es malvad[From.GetOA];;;;;;;;;x
tooltip_feudal_elector_vote_excommunicated_negative;[From.GetSheHeCap] has been §YExcommunicated§!;[From.GetIlElleCap] a été §Yexcommunié[From.Get_E]§!;[From.GetSheHeCap] wurde §YExkommuniziert§!;;Ha sido §Yexcomulgad[From.GetOA]§!;;;;;;;;;x
tooltip_feudal_elector_vote_excommunicated_negative_zealous;[From.GetSheHeCap] has been §YExcommunicated§!;[From.GetIlElleCap] a été §Yexcommunié[From.Get_E]§!;[From.GetSheHeCap] wurde §YExkommuniziert§!;;Ha sido §Yexcomulgad[From.GetOA]§!;;;;;;;;;x
tooltip_feudal_elector_vote_frail;[From.GetSheHeCap] is §YFrail§!;[From.GetIlElleCap] est §Yfrêle§!;[From.GetSheHeCap] ist §Ygebrechlich§!;;Es §Yfrágil§!;;;;;;;;;x
tooltip_feudal_elector_vote_frail_warrior;[From.GetSheHeCap] is a §YFrail§! weakling;C'est un[From.Get_E] gringal[From.GetEtEtte];[From.GetSheHeCap] ist ein §Ygebrechlicher§! Schwächling;;Es débil y §Yfrágil§!;;;;;;;;;x
tooltip_feudal_elector_vote_fellow_culture;[From.GetSheHeCap] is §Y[From.Culture.GetName]§!;C'est un[From.Get_E] §Y[From.GetCultureMascFem]§!;[From.GetSheHeCap] ist [From.Culture.GetName];;Es otr[From.GetOA] [From.Culture.GetName];;;;;;;;;x
tooltip_feudal_elector_vote_flu;[From.GetSheHeCap] is §YSick§! and might die soon;[From.GetIlElleCap] est §Ymalade§! et pourrait mourir bientôt;[From.GetSheHeCap] ist §Ykrank§! und könnte bald sterben;;Está §Yenferm[From.GetOA]§! y podría morir pronto;;;;;;;;;x
tooltip_feudal_elector_vote_food_poisoning;[From.GetSheHeCap] is §YSick§! and might die soon;[From.GetIlElleCap] est §Ymalade§! et pourrait mourir bientôt;[From.GetSheHeCap] ist §Ykrank§! und könnte bald sterben;;Está §Yenferm[From.GetOA]§! y podría morir pronto;;;;;;;;;x
tooltip_feudal_elector_vote_foreigner;[From.GetSheHeCap] is a foreigner;C'est un[From.Get_E] étrang[From.GetErEre];[From.GetSheHeCap] ist [From.Geteineine] Ausländer[From.GetinFemale];;Es un[From.GetXA] extranjer[From.GetOA];;;;;;;;;x
tooltip_feudal_elector_vote_foreigners_pet;[From.GetSheHeCap] is a foreigner's puppet;C'est un pantin de l'étranger;[From.GetSheHeCap] ist die Marionette eines Fremden;;Es la marioneta de un extranjero;;;;;;;;;x
tooltip_feudal_elector_vote_genius;[From.GetSheHeCap] is a brilliant [From.GetManWoman];C'est un[From.Get_E] [From.GetManWoman] brillant[From.Get_E];[From.GetSheHeCap] ist §Ybrillant§!;;Es una persona brillante;;;;;;;;;x
tooltip_feudal_elector_vote_genius_diplomat;[From.GetSheHeCap] is a brilliant [From.GetManWoman];C'est un[From.Get_E] [From.GetManWoman] brillant[From.Get_E];[From.GetSheHeCap] ist §Ybrillant§!;;Es una persona brillante;;;;;;;;;x
tooltip_feudal_elector_vote_giant_negative;[From.GetSheHeCap] is a monster;C'est un monstre;[From.GetSheHeCap] ist ein §YMonster§!;;Es un monstruo.;;;;;;;;;x
tooltip_feudal_elector_vote_giant_positive;[From.GetSheHeCap] is a §YGiant§!;C'est un[From.Get_E] §Ygéant[From.Get_E]§!;[From.GetSheHeCap] ist ein §YRiese§!;;Es §Ygigante§!;;;;;;;;;x
tooltip_feudal_elector_vote_gluttonous_negative;[From.GetSheHeCap] is §YGluttonous§!;C'est un[From.Get_E] §Yglouto[From.GetNNne]§!;[From.GetSheHeCap] ist §Ygefräßig§!;;Es §Yglot[From.GetOnOna]§!;;;;;;;;;x
tooltip_feudal_elector_vote_gluttonous_positive;[From.GetSheHeCap] is a munificent host;C'est un[From.Get_E] hôt[From.GetEEsse] munificent[From.Get_E];[From.GetSheHeCap] ist ein §Ygroßzügiger Gastgeber§!;;Es un[From.GetXA] anfitri[From.GetOnOna] espléndid[From.GetOA];;;;;;;;;x
tooltip_feudal_elector_vote_gout;[From.GetSheHeCap] is §YSick§! and might die soon;[From.GetIlElleCap] est §Ymalade§! et pourrait mourir bientôt;[From.GetSheHeCap] ist §Ykrank§! und könnte bald sterben;;Está §Yenferm[From.GetOA]§! y podría morir pronto;;;;;;;;;x
tooltip_feudal_elector_vote_greedy_negative;[From.GetSheHeCap] is §YGreedy§!;[From.GetIlElleCap] est §Yavare§!;[From.GetSheHeCap] ist §Ygierig§!;;Es §Ycodicios[From.GetOA]§!;;;;;;;;;x
tooltip_feudal_elector_vote_greedy_positive;[From.GetSheHeCap] is parsimonious;[From.GetIlElleCap] est parcimonieu[From.GetXSe];[From.GetSheHeCap] ist §Ysparsam§!;;Es parsimonios[From.GetOA];;;;;;;;;x
tooltip_feudal_elector_vote_harelip;[From.GetSheHeCap] has a §YHarelip§!;[From.GetIlElleCap] a un §Ybec-de-lièvre§!;[From.GetSheHeCap] hat eine §YHasenscharte§!;;Tiene §Ylabio leporino§!;;;;;;;;;x
tooltip_feudal_elector_vote_aztec_disease;[From.GetSheHeCap] is being consumed by the §YAztec Disease§!;[From.GetIlElleCap] est consumé[From.Get_E] par la §Ymaladie aztèque§!;[From.GetSheHeCap] wird vom §Yaztekischen Fieber§! heimgesucht;;[From.GetLoLaCap] consume la §Yenfermedad azteca§!;;;;;;;;;x
tooltip_feudal_elector_vote_bubonic_plague;[From.GetSheHeCap] is about to die from the §YPlague§!;[From.GetIlElleCap] est en train de mourir de la §Ypeste§!;[From.GetSheHeCap] ist in Begriff an der §YPest§! zu sterben;;Está a punto de morir de §Ypeste§!;;;;;;;;;x
tooltip_feudal_elector_vote_measles;[From.GetSheHeCap] is §YSick§! and might die soon;[From.GetIlElleCap] est §Ymalade§! et pourrait mourir bientôt;[From.GetSheHeCap] ist §Ykrank§! und könnte bald sterben;;Está §Yenferm[From.GetOA]§! y podría morir pronto;;;;;;;;;x
tooltip_feudal_elector_vote_smallpox;[From.GetSheHeCap] has been struck by §YSmall Pox§!;[From.GetIlElleCap] a été frappé[From.Get_E] par la §Yvariole§!;[From.GetSheHeCap] wird von §YBlattern§! heimgesucht;;Le ha sobrevenido la §Yviruela§!;;;;;;;;;x
tooltip_feudal_elector_vote_consumption;[From.GetSheHeCap] has been struck by §YConsumption§!;[From.GetIlElleCap] a la §Yconsomption§!;[From.GetSheHeCap] wurde von der §YSchwindsucht§! ergriffen;;Le ha sobrevenido la §Ytisis§!;;;;;;;;;x
tooltip_feudal_elector_vote_slow_fever;[From.GetSheHeCap] is being consumed by the §YSlow Fever§!;[From.GetIlElleCap] est consumé[From.Get_E] par la §Yfièvre lente§!;[From.GetSheHeCap] wird von einem §Yschleichenden Fieber§! heimgesucht;;[From.GetLoLaCap] consume la §Yfiebre lenta§!;;;;;;;;;x
tooltip_feudal_elector_vote_camp_fever;[From.GetSheHeCap] is being consumed by §YCamp Fever§!;[From.GetIlElleCap] est consumé[From.Get_E] par la §Yfièvre des camps§!;[From.GetSheHeCap] wird vom §YLagerfieber§! heimgesucht;;[From.GetLoLaCap] consume el §Ytifus§!;;;;;;;;;x
